text,source,category,class
সুন্দরী আপু এতদিন কোথায় ছিলে,bangla_comment_dataset,Safe,Safe
"হলে সকালে উঠে দেখি কেউ কাঁশি দিতেছে আবার কেউ টিস্যু হাতে নাক মুছতেছে৷ কাউকে টেস্ট করতেও দেখলাম না৷ আপাতত শীত আর  হলের ঠান্ডা পানির উছিলায় সব ওকে৷ 
আমরা চুয়েটিয়ানরা অনেক সাহসী দেখতেছি৷",BanglaSAPM,Safe,Safe
আসসালামু আলাইকুম সবাই কেমন আছেন। আল্লাহ আমাদেরকে করোনা ভাইরাস থেকে রক্ষা করুন,bangla_comment_dataset,Safe,Safe
হিরো আলম ভাই আপনি এগিয়ে যান আমরা আছি আপনার সাথে,bangla_comment_dataset,Safe,Safe
গনোরিয়া বেটি,toxic_comments,Unsafe,Harmful
"জেল খেটেছি চার বার।
মৃত্যুদন্ড হয়েছে দুই বার…
ফাঁসিতে ঝুলেছি এক বার।
জেলখানার সাথে আমার অন্যরকম আত্মীয়তা।
বলছিলাম আমার অভিনয় জীবনে জেলখানার গল্প।
",BanglaSAPM,Safe,Safe
সুপার সুপার হিরো,bangla_comment_dataset,Safe,Safe
"তোর থেকে রাস্তার হিজলা ও অনেক সুন্দর , খবিস ।",bangla_comment_dataset,Safe,Safe
"তোরে আল্লাহ হেদায়াত দান করুক,আমিন।",bangla_comment_dataset,Safe,Safe
হিজাবে নাইচইউ,bangla_comment_dataset,Safe,Safe
"অসংখ্য ধন্যবাদ হুজুর,,,মনে এমন একটা দোয়া জানার ইচ্ছা পোষণ  করছিলাম,,,অবশেষে আপনার মাধ্যমে তা শিখতে পারলাম, আল্লাহ মহান,,,আল্লাহ রাব্বুল আলামিন আমাদের সবাইকে হেফাজত করুণ,,,!!",bangla_comment_dataset,Safe,Safe
শালা,toxic_comments,Unsafe,Harmful
আজ কাল আর ভালো লাগে না কিছু,BanglaSAPM,Safe,Safe
আপির পিছনের রাস্তায় সেদ্ব তৈলাক্ত গরম ডিম দেওয়ার ফলে হাগু গিগি... রি..গি...রি.রি.. হয়ে যাচ্ছে !,toxic_comments,Unsafe,Harmful
"হিরো আলমকে ধন্যবাদ, বাংলা চলচ্চিত্রকে ধংস করা জন্য। এই ভাবে চলতে থাকলে আমি নিশ্চিত আগামী এক দুই বছরের মধ্যে বাংলাদেশে কোন সিনেমা হল থাকবে না।",bangla_comment_dataset,Safe,Safe
পু পু পু পু নে দিলাম ডাইলা দোয়া,bangla_comment_dataset,Safe,Safe
কত দিন আর কষ্ট দিবা,bangla_comment_dataset,Safe,Safe
যে জন সৃষ্টি করেছে তোমায় আমিও সৃষ্টি তার তবু কেনো তোমার সাথে ব্যবধান আমার,BanglaSAPM,Safe,Safe
"প্রিয় নেতার জন্য রইলো দোয়া ও শুভ কামনা,,,",bangla_comment_dataset,Safe,Safe
"আমি আমার এক্স হাসবেন্ডকে অনেক ভালবাসি ।  আমাদের বিয়ের পর পরই ডিভোর্স হয়ে যায়। তার সাথে আমার থাকা মাত্র ৮ দিন।  ডিভোর্স হওয়ার কারণ  তার বড় বোন। বিয়ের দিন শুনছি তাদের পুরো পরিবার তার বোনের কথাতে চলে। ওনার কথা ছাড়া কেউ কিছু করে না। তারপরও ভেবেছি হয়তো  সংসারের বড় মেয়ে দেখে আর তাদের এক বোন দেখে এতো ভালবাসে আর ওনার কথা মতো  চলে। যদি আমার এক্স সংসারের বড় ছেলে ছিল  সেহেতু বিয়ের পর দায়িত্ব আমার উপর আসবে তখন তো আপু ওনার সংসার নিয়ে থাকবে।  আমার হাসবেন্ড আমাদের বাসা থেকে যাওয়ার পর তার বোন আসছে আমাকে দেখতে ওইদিন আমার পিরিয়ড  শুরু হয়। পিরিয়ডের ব্যথা আমার সহ্য হয় না।  আর যেদিন আমার পিরিয়ড হয় ওইদিন  আমাকে অনেক কালো দেখায় আর শরীর অনেক দূর্বল হয়ে যায়।তো আপু আসলে দেখে আমি অসুস্থ  আব্বু তাড়াতাড়ি আমার জন্য ওষুধ আনতে গেছে।  পরে আপুকে আম্মু বলছে যে আমি কেন অসুস্থ ।  আপু যতক্ষণ ছিলো  মুখ অনেক কালো  করে ছিলো ।  উনি যাওয়ার পর ওনার ভাইয়ের কাছে মানে আমার এক্স হাসবেন্ডের কাছে কল দিয়ে বলে এই মেয়ে রোগা মেয়ে আর কালো( যদিও আমি উজ্জ্বল শ্যামলা)   ওরে উঠিয়ে  আনবি না, যোগাযোগ  করবি না।  বোন যা বলছে সেও তাই করলো । আমাকে ডিভোর্স দিয়ে দিলো। আর অনেক খারাপ ব্যবহার করছে তাদের পরিবারের  সবাই শুধু শ্বশুর বাদে।  কিন্তু তারপর ও আমি আমার এক্স হাসবেন্ডকে এখনো ভুলতে পারছি না।  ভালবাসি তাকে অনেক। সম্পর্ক রাখার জন্য অনেক চেষ্টা করছি,কিন্তু পারলাম না। ",BanglaSAPM,Safe,Safe
ভালবাসার মানুষের দেওয়া সব কষ্টই মেনে নেয়া যায় শুধু মেনে নেয়া যায়না তার চলে যাওয়ার কষ্টটা ,BanglaSAPM,Safe,Safe
চিকন হওয়ার অনেক সুবিধা,Instagram,Unsafe,Harmful
দিনটাকে দূষিত করে দিলি রে আরিপ্পা,toxic_comments,Unsafe,Harmful
এত আন্দোলনের পরও তুর মাগি কৌটা বন্ধ হলো না।,toxic_comments,Unsafe,Adult
শুয়রের নাতি,toxic_comments,Unsafe,Adult
মুতখোর,toxic_comments,Unsafe,Harmful
ভালো হোন সময় আছে।আল্লাহ আপনাকে হেদায়েত করুন।সবকিছু ছেড়ে পারবেন আল্লাহর দেখনো রাস্তায় আসতে।,bangla_comment_dataset,Safe,Safe
ঠিক বলেছেন রানু দির মোতো বেইমান আর নেই,bengali_hate,Unsafe,Harmful
আসিফ একটা মানসিক রোগীর নাম।,toxic_comments,Unsafe,Harmful
এই প্রথম পৃথিবীতে কেউ জিম করতে করতে কোরআন তেলাওয়াত শুনছে। আপনাকে দেখে অনেক কিছু শেখার আছে। আল্লাহ আপনার সর্বদা মঙ্গল করুন আমিন,bangla_comment_dataset,Safe,Safe
বন্ধু ছাড়া জীবন চলে না বন্ধু ছাড়া জীবন বন্ধদের সাথে জীবন,Facebook,Unsafe,Suicidal
পুরাই ফেরীঘাটের হিজড়াগো মতো,toxic_comments,Unsafe,Harmful
কিরে ভাই নতুন বছর উপলক্ষে মাগি ভাড়াটে করছিস বুঝি?,toxic_comments,Unsafe,Adult
কখনো প্রকাশ্যে জনমানুষের বিশ্বাসে আগাত করবানা। তুমি ধর্ম মানো বা নামানো সেটা তোমার বিষয় কিন্তু অবজ্ঞা করে কখনোই বিশ্বাসে আগাত করবেনা। ভুল বুঝার জন্য ধন্যবাদএবং এই ভুল শোধরানোর জন্য আগামি ঈদে ৫০ টা পথ শিশুকে জামা কিনে দিবা। কারন স্রষ্টাকে সন্তুষ্ট করতে হলে তার অসহায় সৃষ্টিকে সাহায্য করতে হয়।,bangla_comment_dataset,Safe,Safe
সত্যি কথা বলেছেন হিরো আলম ভাই,bangla_comment_dataset,Safe,Safe
এই মেয়েটার বাজেট কেমন পড়বে?,toxic_comments,Unsafe,Adult
যে বেশি মারে তার জন্য চাকরি আছে Nura,Facebook,Unsafe,Harmful
ওকেয় খাবে,bangla_comment_dataset,Safe,Safe
তো আমরা কি করবো তিনি আবার কেডা ,bangla_comment_dataset,Safe,Safe
"আমার ভয় হয়। বিয়ে করতে ভয়। কারণ সবাই দূরে চলে যায়....(silence)স্যার এটা অভিনয় নয়। এটা সত্যি। এটা ন্যাচারাল। আপনি সব সময় প্রিয়। সব সময়। অনেক ভালোবাসি আপনার গান,অভিনয় এবং টিচিং।",bangla_comment_dataset,Safe,Safe
অনেক ধন্যবাদ,bangla_comment_dataset,Safe,Safe
সব সময়ই কেন আমাকেই ছোট হতে হবে ? আমার খারাপ ব্যবহার সবার চোখে পড়ে কিন্তু আমি যখন কারো জন্য কোনো ত্যাগ করি সেটা কেন চোখে পড়েনা ? আমার ভুলগুলো সমালোচিত কিন্তু আমার কঠোর পরিশ্রমের মাধ্যমে অর্জন করা বিষয়গুলো কেন অবহেলিত ? ভালো কিছুর জন্য নাকি কখনো আশা ছাড়তে হয়না। কিন্তু এই অপেক্ষার তো আর শেষই হচ্ছেনা ! ,BanglaSAPM,Unsafe,Suicidal
বন্ধু স্বপ্নের গাড়ি কেনার জন্য,Facebook,Unsafe,Adult
সৌভিক ভাই আপনার হেয়ার স্টাইল টা কি আপনার গার্লফ্রেন্ড এর থেকে কপি করলেন নাকি,bengali_hate,Unsafe,Harmful
দুঃসময়ের অন্ধকার কখনো কখনো আমাদের জীবনের সবচেয়ে উজ্জ্বল মুহূর্তটির দ্বার খুলে দেয়।,BanglaSAPM,Safe,Safe
পুরাই বলদ। দুচানি খাও!,toxic_comments,Unsafe,Harmful
"তুমি হইলা মারা দেওয়া চুত্মারানি""

একঝাক পাখি এসে ঐকতানে

রোজ তুমি গু খাও ভোর বিহানে!!",toxic_comments,Unsafe,Adult
ও প্রাণের দামড়া রে. কালা কালা বেগুন তোমার. আজকে আগুন দিমু কাচা মরিচ দিয়া. আমি ভর্তা যে খামু কালা কালা বেগুন তোমার. আজকে আগুন দিমু কাচা মরিচ দিয়া. আমি ভর্তা যে খামু,Facebook,Unsafe,Adult
Lal Japani maas or Aloo fulkobi torkari,Instagram,Safe,Safe
দিনটা কুফা বানাইয়া দিলি রে আরিপ্পা,toxic_comments,Unsafe,Harmful
কেন চলে গেলে দূরে............সত্যি আজ কতটা দূরে চলে গেলে তুমি!,BanglaSAPM,Safe,Safe
মানুষ বর্তমানে কষ্টে থাকলে তার অতীতের দুঃখের স্মৃতির চেয়ে সুখের স্মৃতিই বেশি দহন করে।,BanglaSAPM,Unsafe,Suicidal
মিরগী রোগি﻿,toxic_comments,Unsafe,Harmful
খুবই অশান্তিতে আছি..... :( মন মেজাজ পুরাই খারাপ....,BanglaSAPM,Safe,Safe
চট্টগ্রাম থেকে শুনছি,bangla_comment_dataset,Safe,Safe
সুখের সংসারে আগুন লাগাই মেয়েরাই লোভে,bengali_hate,Unsafe,Harmful
"মানুষের মতো চোখের পানি ঝরিয়ে কান্না করে না গরু!
শুষ্ক চোখ ভেজানোর জন্য পানি ঝরায়!",BanglaSAPM,Safe,Safe
ব্যর্থ প্রেম - Feeling sad. কি এমন দোষ ছিল আমার কাদিয়ে দিয়ে ছেড়ে দিলে তুমি আমায়,Facebook,Unsafe,Suicidal
"গরমে তো তান্দুরী হয়ে যাইতেসি! 
ও খোদা! একটু বৃষ্টি দাও!",BanglaSAPM,Safe,Safe
বৌদির দুধ দেকে তো আমার ই চোখ ঠিক ছিলো না - পোলাপান এর চোখ কিভাবে ঠিক থাকবে!,bengali_hate,Unsafe,Adult
ছোট বেলায় অনেক ভয় লাগতো এইটারে বয়স্ক পিচ্চি দারুণ প্রতিভা এইটা দেখে এখন খুব শান্তি লাগতেছে মনে,Facebook,Safe,Safe
কান্না ছাড়া কিছুই করতে পারলাম না তাদের জন্য নিজের কাছে নিজেকেই অনেক বড় পাপী মনে হইতেছে,BanglaSAPM,Safe,Safe
আপনার মতো মানুষের কাছে এটাই আসা করেছি ,bangla_comment_dataset,Safe,Safe
ওর গান শুনে আমার মনে হয় যে আমি কোথায় আছি আমি মরে যাই নি তো আরে রানুর থেকে তো,bengali_hate,Safe,Safe
"সালা তোর হোগা মাকা মুচ দেইখা মুনডা চাই সানি আপার বাড়া তোর ভোদার মধ্যে ডুকাইদি,",toxic_comments,Unsafe,Adult
" নটির পোলা ,, আঁকাবাঁকা মেঠোপথে পেন্টি পইরা কই যাস ?",toxic_comments,Unsafe,Adult
যখন ম্যাসেঞ্জারে বয়ফ্রেন্ড আর গার্লফ্রেন্ড সেক্স চ্যাট করে,bengali_hate,Unsafe,Adult
আল্লাহ তুমি সত্যি মহান আল্লাহ আমাদের মাপ করে দিন আমিন দোয়া রইল আল্লাহ জেন হেফাজত করে আমিন,bangla_comment_dataset,Safe,Safe
এত বাজে অভিনয় আর বাজে বিষয় নিয়ে কেন যে বঙ্গবিডি কাজ করতে দেয়,bengali_hate,Unsafe,Harmful
Cuto Aloo Bhorta,Instagram,Safe,Safe
ইসলাম গালাগাল সমর্থন করেনা ..তাই দিলাম না...আল্লাহ যেন আপনাকে হেদায়েত দান করেন...,bangla_comment_dataset,Safe,Safe
"নিজে আধা কাপ চা খেলাম পাউরুটিকে আধা কাপ খাওয়ালাম, এটার নাম- মানবতা।
তারপর পাউরুটিটা খেয়ে ফেললাম, এর নাম- রাজনীতি।",BanglaSAPM,Unsafe,Suicidal
"বাইঞ্চুদ এই দিনেও তোর হোগা দেখা লাগে?????
মরি যাহ... খানকি মাগী।",toxic_comments,Unsafe,Adult
প্রিয় শায়েখ অসাধারণ উদ্যোগ ... ইনশাআল্লাহ সামর্থ্য মতো যে যা পারি তাই দান করি....,bangla_comment_dataset,Safe,Safe
গার্লফ্রেন্ড্রে তো পয়-পরিষ্কার রাখতে হবে,Facebook,Unsafe,Adult
ভিখারীরা ভিখারিই হয় যারা রানুর মতো মেয়ে হয়,bengali_hate,Safe,Safe
"যে মানুষ টি ক্ষমা চাইতে জানে, নিজের ভুল স্বীকার করতে পারে, যে অনুশোচনার আ'গু'নে দ'গ্ধ হতে জানে, সেই মানুষ টি সবচেয়ে বেশি ভালোবাসা পাবার যোগ্য!",BanglaSAPM,Safe,Safe
শুভ সকাল,bangla_comment_dataset,Safe,Safe
"দুর হ মাগির পোলা 
আজকে তোরে গালি দিমু না ।",toxic_comments,Unsafe,Adult
এ আবার কেমন গান,Facebook,Unsafe,Adult
মুফিজ,toxic_comments,Unsafe,Harmful
"দুইটা লেসবো একসাথে দেইখ্যা সোনাতা নেতাইয়া গেলো,
কিজানি আর খাড়াইবো কিনা।",toxic_comments,Unsafe,Adult
৯০ এর দশকের সেই অসলীনতা আবারো শাকিবের ছবিতে,bengali_hate,Unsafe,Adult
"মুখের উপর বাস্তব কথা বলা ও প্রতিবাদ করার জন্য হিরো আলম কে ধন্যবাদ, কালো ও শরির কমদেখে অহংকার মিসা ও জায়েদ, কিন্তু হিরো আলমের মনটা সাগরের মতো",bangla_comment_dataset,Safe,Safe
"পরিশ্রম কখনো কাউকে ধোকা দেয় না এবং পূর্বেও দেয়নি।

- হাকিম্যান হিকিগায়া",BanglaSAPM,Safe,Safe
তর মায়ের ভদা ফুটা দিয়া কাডল ঢুকামু,toxic_comments,Unsafe,Adult
আল্লাহ হেদায়েত দান করুক,bangla_comment_dataset,Safe,Safe
"ওরে জুতা পিটা করা উচিত, কিন্নির বাচ্ছা, কথা কম বল রানু মন্ডল চিন্তা ভাবনা এতো খারাপ ",bengali_hate,Unsafe,Harmful
"তুই কুত্তালিগের জারজ।
",toxic_comments,Unsafe,Harmful
"এত কাজের চাপ আর ভালো লাগে না, ইচ্ছে হয় কোথাও চলে যাই",BanglaSAPM,Safe,Safe
হালার রুচি সুদি প্যান্টি লাল থাকবো ক্যান মাদারির বাচ্ছা শালা গোরুচোর,toxic_comments,Unsafe,Adult
"আসসালামুয়ালাইকুম, অবশ্যই অপেক্ষায় আছি স্যার",bangla_comment_dataset,Safe,Safe
"সালাম দিয়ে ও বিপদে, সালাম নিয়েও বিপদে../",Facebook,Unsafe,Harmful
"আমার সত্যি বলতে কিছু চাওয়া পাওয়া নাই তা কতাম পড়ে দেখার কেউ যে নাই না খাই গাজা, মদ, বিড়ি or দেই গালি শের বাসাও আন্টি দেয় আমায় দেখে তা আমি জানি আমার চাকরি তে সমস্যা মি চাকরি বাকরি না করে ঘরে থাকি But ঘরে বসে চালাই পুরা দুনিয়া Sub Count শুরু করলে শেষ হবেনা জোস ভাই আমার প্যারা নিতেছেন কেন? শান্তিতে মেয়্র দিয়ে আস্তা একটা ঘুম দেন বহুত তেলাইছি এবার আমার টাকা দেন হইলাম আপনার মেয়ের সেরা একটা ব আমি হইলাম কি? HER এক্সকিউজ মি হোয়াট? Her YFRIE করে প্লিজ আমাকে জামাই বানাইয়া আংকেলন আপনি বলেন দেখি সেরা ববয়ফ্রেন্ড! আন্টি বলেন দেখি সেরা সেরা বয়ফ্রেন্ড!!সবাই বলো আমি কি? সেরা বয়ফ্রেন্ড!!! ন or আরেকটা মেয়ে খুঁইজা দেন ho",Facebook,Safe,Safe
"হিরো আলম ভাইয়ার প্রতি সর্বখন নেক দোয়া রইল ,আর যারা অহংকার করে তাদের পতন হক,",bangla_comment_dataset,Safe,Safe
তুই ২০ টাকার খানকির চেয়েও নষ্ট মাগি।,bengali_hate,Unsafe,Adult
দেশের আবস্থা দেখে আমি পুরাই আশাহত,BanglaSAPM,Safe,Safe
কমেন্টে কিছু কইলেই আবার রিপোর্ট মারবেন নাইলে মজার কিছু বলতাম,bangla_comment_dataset,Safe,Safe
তোর মাথার ভিতরের গু গুলা টাক দিয়া ডাকা।,toxic_comments,Unsafe,Harmful
"ভাইয়া নেক্সট এ ""কেউ না জানুক"" এর মত আরেকটা লিরিক্স চাই এবার.....",bangla_comment_dataset,Safe,Safe
"ছি ছি মিথিলা একটি বারের জন্য হলেও পরকালের চিন্তা করো নি, আমাদের সকলকে তো মরতে হবে ",bengali_hate,Unsafe,Adult
মাশা-আল্লাহ সব চেয়ে সুন্দরী।,bangla_comment_dataset,Safe,Safe
"দেব না জল আসতে চোখে কোনদিনও আর, 
আর একটি বার দাও যদি জল মোছার অধিকার।",BanglaSAPM,Safe,Safe
তার সাথে তোমার কেন কথা হয় না... সম্পর্ক কারাপ হয়েছিলো আমার কারণে শুধুই ভালোবাসি এটাই বলেছিলাম তাকে,Instagram,Unsafe,Suicidal
ভালো কাজ হয়েছে। সীমাবদ্ধতার মধ্যে থেকে করা কাজটি  ভালো লেগেছে।,bangla_comment_dataset,Safe,Safe
"মানুষের জীবনে মানুষেরও একটা নির্দিষ্ট সময়সীমা থাকে। 
এইযে হুট করে জীবন থেকে বন্ধু হারিয়ে যায়। বুঝে নিতে হয় তার জীবনে হয়তো আমার/আপনার সময়সীমা এই পর্যন্তই ছিলো!! 
ভালো থাকুক সে সকল হারিয়ে যাওয়া বন্ধুরা",BanglaSAPM,Unsafe,Suicidal
তমাাকে আমার করে সারা জীবন রাখতে চেয়েছিলাম তুমি থাকলে না চলে গেলে  আমার কাছ থেকে ,Facebook,Unsafe,Suicidal
বাদরকে কখনো মুকতোর মালা দিতে নেই,bengali_hate,Safe,Safe
অই ত বিদরমি,bangla_comment_dataset,Safe,Safe
"বেশি দিন থেকো না, রান্না করে খেতে খুব কষ্ট হচ্ছে সোনা আমার।",bangla_comment_dataset,Safe,Safe
ভাই তোমারে তো চুরের মত লাগে.,bengali_hate,Unsafe,Harmful
বিজয় নিশ্চিত,bangla_comment_dataset,Safe,Safe
আপনার  সাহসীকতার  প্রশংসা করতে হয়।এগিয়ে যান নিন্দুকদের কথায়  কান দিবেন না।উচ্চারণে একটু সতর্ক হতে হবে।,bangla_comment_dataset,Safe,Safe
"Shajalal Kabir আজকে আব্বারে জিগাইলাম আব্বা ছোটবেলায় তো অনেক কড়া শাসনে রাখছেন ১৯-২০ হইলেই সেই মারা মারছেন এখন তো আমি বড় হয়েছি, বিদেশ আইছি চাইলেও এখন আমারে দেখতেও পারেন না মারা তো দূরের কথা একটু ছুইতেও পারেন না, আমাদের কতটুকু মিস করেন কন তো, আব্বায় কলটা কাইটা দিলো, পরে আম্মায় কল দিয়া কয় তোর আব্বারে কী কইছোস কল কাটার পর অনেকক্ষণ কানলো।",Facebook,Safe,Safe
পতিতাদের জীবন সত্যি খুবই দুঃখের!,bengali_hate,Unsafe,Adult
থ্যাংকস ফর শেয়ারিং,bangla_comment_dataset,Safe,Safe
"মুসলিম হয়ে এত বড়  কথাটা মুখে মানাল  কিভাবে  ,,,, একভার ভাবলেন না আপনি কি বলতাছেন ,,, সি সি সি মুসলিম হয়ে এত বড় কথাটা মুখে নিয়ে আসলেন,,,, আল্লাহ তাআলা কি  করবে আপনার ভাবা উচিত ছিল এই কথাটা মুখে নিয়ে আসার আগে,,,,,  । ভালো করে খমা চান  না হলে আমাদের মহান আল্লাহ তাআলা আপনাকে কি যে করবো সেটা শুধু আমাদের মহান আল্লাহ তাআলা জানেন ,,,, যাই হোক আল্লাহ জেন আমাদের কে খমা করে দেয় ,,,আমিন ,,,",bangla_comment_dataset,Safe,Safe
এনামুল হক,bangla_comment_dataset,Safe,Safe
১ ইঞ্চি,toxic_comments,Unsafe,Harmful
"মেয়েরা তার চরম শত্রুকেও একদিন ক্ষমা করে দেয় কিন্তু তার প্রেগ্ন্যাসির সময় যে তাকে একটু কষ্ট দিয়েছে তাকে কোনদিন ক্ষমা করেনা।
",BanglaSAPM,Unsafe,Suicidal
কানটা অবিকল রামছাগল এর মত!,toxic_comments,Unsafe,Harmful
পড়াশোনার প্রতি আগ্রহ সৃষ্টিকারি কোন ঔষধের নাম কারো জানা থাকলে দয়া করে বলবেন।,BanglaSAPM,Safe,Safe
কষ্টে ভরা জীবন আমার দুঃখ ভরা মন মনের সাথে যুদ্ধ করে আছি সারাক্ষন ,BanglaSAPM,Safe,Safe
আপনি সুন্দর...একটা প্যান্ট পরা থাকলে সৌন্দর্য টা কমে যেতো না!,bangla_comment_dataset,Safe,Safe
"মেয়েটার পোশাকের মাপ দেখেছো, কতটা পেট দেখা যাচ্ছে তুমি একদম ঠিক বলেছো, আজকালকার মেয়েগুলো নির্লজ্জ",bengali_hate,Unsafe,Adult
পেটের জন্য এই নোংরা কাজ টা না করেও অনেক পথ আছে টাকা ইনকাম করার,bengali_hate,Unsafe,Harmful
ভেনডি মাগির পুত,toxic_comments,Unsafe,Adult
"ঘোড়া আর গাধার যৌন মিলনে জন্ম হয় খচ্চরের, তেমনি আওয়ামীলীগের বিনা ভোটের এমপি আর বিনা ভোটের উপজেলা  চেয়ারম্যানের ( এমপির বউ) কনডম দূর্ঘটনায় জন্ম হয়েছে শাবাব মানুষরুপী খচ্চরের! এই আওয়ামী খচ্চরদের নিকট আর কিবা আশা করা যায় ",toxic_comments,Unsafe,Adult
তয় অনুবুব করি,bangla_comment_dataset,Safe,Safe
হোটেলের বাশি তেল দিয়া তরে ছুদি,toxic_comments,Unsafe,Adult
"তর খোমা বরাবর একটা লাত্থি মাইরা রক্তের গ্রুপ ও(-) নেগেটিভ কইরা দিমু বাইনচোদ, তারপর তরে সাবমেরিন দিয়া ধর্ষন করাইয়া রক্ত শুন্য কইরা ফালামু। হাসপাতালে শুইয়া তুই রক্তের অভাবে মরবি ফাদারটোস্ট",toxic_comments,Unsafe,Adult
টয়ার বোধা সব সময় খোলা থাকে ।,bengali_hate,Unsafe,Adult
কিরে মাগী আরিপ্পা তোর মা নিপুনের সাথে ফডু দিয়া কি প্রমান করতে চাস? তুই যে বালের মডেল? আরে আজকাল পাবলিক এইসব অভিনেত্রীকে চুদেও না। সালা আবাল।,toxic_comments,Unsafe,Adult
লটির বেটা,toxic_comments,Unsafe,Harmful
অনেক কষ্ট করে জীবন টা সাজিয়ে ছিলাম। পরিবার হলো সন্তান হলো। অনেক সুন্দর ভাবেই জীবন চলছিলো। কিন্তু কিছু ভুলে সব এলোমেলো হয়ে গেছে। আজ আমি নিঃস্ব। কিছু নেই আমার।,BanglaSAPM,Unsafe,Suicidal
অসাধারণ।।।,bangla_comment_dataset,Safe,Safe
আবার সেই কুত্তা,toxic_comments,Unsafe,Harmful
চলচিত্র নির্বাচন টা যদি না হত আর তা যদি মিডিয়া তে না আসতো তাহলে আমি হিমু সত্যি জানতাম না জাহিদ খান নামে আমাদের দেশে কোন নায়ক আছে।ধন্যবাদ হিরো আলম ভাই জাহিদ খান কে আপনার চ্যালেঞ্জ ছুড়ে দেয়ার জন্য।,bangla_comment_dataset,Safe,Safe
আচ্ছা আমরা শুধু শুধু এই মেয়েটাকে গালি কেনো দিচ্ছি??আগে জানা দরকার নিউজ টা কতটুকু সত্য...!তা না জেনে ওকে গালি দিয়ে আমরাও কি পাপের ভাগি হয়ে যাচ্ছি না!!!,bangla_comment_dataset,Safe,Safe
কাছের মানুষগুলো আজ খুব ব্যস্ত :/ কারও সময় নেই :(	,BanglaSAPM,Unsafe,Suicidal
"ভাই হাসতে হাসতে চার বার কাপড় নষ্ট করছি, খাওয়ার জন্য ভাত পাইনি শালীর এখন আইছে ভাব দেখাইতে ",bengali_hate,Unsafe,Harmful
হা হা দিয়েন না আর পাপ হবে পাপ,bangla_comment_dataset,Safe,Safe
ঠিক বলেছেন আমি খুশি হয়েছি তোমার কথা শুনে,bengali_hate,Safe,Safe
"কেমন জানি হিজলা হিজলা লাগতেছে
",toxic_comments,Unsafe,Adult
রাইট ভাই,bangla_comment_dataset,Safe,Safe
The Talking Bro,Facebook,Safe,Safe
"তাওবা করুন,, আল্লাহ তাওবা কারিকে মাফ করেন, ও পছন্দ করেন।",bangla_comment_dataset,Safe,Safe
মহান আল্লাহ আপনাকে ক্ষমা করুন আমিন,bangla_comment_dataset,Safe,Safe
ব্রিলিয়ান্ট ভাই <3,bangla_comment_dataset,Safe,Safe
দ্বিতীয় শ্রেণীর শিশু মিমের হাতে যে ব্যাংকটি তিন বছর ধরে জমানো সাইকেল কেনার টাকা কিন্তু বন্যা প্রীত মানুষদের জন্য ছোট শিশুটি নিজের সব উৎসর্গ করে পুরো ব্যাংকটি তুলে দিলেন ত্রাণ সংগ্রহ কর্মীর কাছে টিফিনের টাকা দিয়ে এটা আমি জমিয়েছি সাইকেল কেনার জন্য আমি পুরো ব্যাংকটাই দিয়ে দিচ্ছি,Facebook,Safe,Safe
কল্পনারে স্বপ্ন সুন্দ্র বাস্তব এ না... পুরুষ টাকায় সুন্দর খালি পকেটে না...।।,Facebook,Unsafe,Suicidal
মাশায়াল্লাহ খুব সুন্দর লাগছে।,bangla_comment_dataset,Safe,Safe
বর্তমানে ডিএনএ টেস্ট এ এটা জানা সম্ভব,bangla_comment_dataset,Safe,Safe
"My name is Koli. I come to break bricks every morning. I f I can crush 75 bricks, I earn 45 takas.  I have been working here for the past year. I am 8 years old. I finish work and go home in the afternoon. My parents work with me here. ",Facebook,Unsafe,Harmful
Wait Wait Wait,Instagram,Unsafe,Harmful
আপনি বিকিনিটে বিডিও বানান সুন্দর  লাগবে,bengali_hate,Unsafe,Adult
বালের পেটে ঘি হজম হয়না এটাই সত্যি,bengali_hate,Unsafe,Harmful
অামি এর আগে কখনও এতটা সিরিয়াস কমেন্ট করিনি যতটা তোর মন্তব্য শুনে করেছি !,bangla_comment_dataset,Safe,Safe
বন্ধু যখন ভবিষ্যৎ কেটে পেলে nura share,Facebook,Unsafe,Harmful
"ফকিরনি,",toxic_comments,Unsafe,Harmful
মাশাআল্লাহ হুজুর,bangla_comment_dataset,Safe,Safe
আল্লাহ সকলের দান কে কবুল করুন আমিন। ,bangla_comment_dataset,Safe,Safe
বাতাসে চুল গুলো যদি সরে যায় কি ভয়ানক দৃশ্য দেখতে হবে রাসেল ভাই :-D,bangla_comment_dataset,Safe,Safe
তোর পাছার ফুটা এতো বড়???কস কি???,toxic_comments,Unsafe,Adult
বাস্টার্ড,toxic_comments,Unsafe,Harmful
নিশু বলুন অর্পূব বলুন এ ঈদে তাহসান সেরা,bangla_comment_dataset,Safe,Safe
