text,class,source,category
"আমবাগানে ইটের ভাটা
খানকিরপোলা তোর পুটকি ফাটা

বন্ধু তুমি শুধু খালি খানকির
পুলা না,,,,,,
এতো বকুন চুদাই তুমি শুধরাইলানা।।",Adult,toxic_comments,Unsafe
ভাইয়ের জন্য শুভ কামনা।তা ভাঈ আজ মাগীর রেট কত করে?,Adult,toxic_comments,Unsafe
ভাগামোটা,Adult,toxic_comments,Unsafe
"ফেন তো সবারই থাকে, রাস্তার মাগিরও ফেন আছে। তাতে কি তুই বড় লেওড়া হয়ে গেলি নাকি?",Adult,toxic_comments,Unsafe
"আরিফ তোর বিচি কেটে ভাগা দিয়ে বিক্রি করে যে টাকা হবে সে টাকা দিয়ে তোর নাকের উপরের পশমগুলো ভ্রু প্লাগ করে দেয়াব জনি সেনকে দিয়ে, আর জনি সেন তোকে পিছন দিয়ে খাওয়াবে গরম আখের রস",Adult,toxic_comments,Unsafe
"দুর হ মাগির পোলা 
আজকে তোরে গালি দিমু না ।",Adult,toxic_comments,Unsafe
" হালা আমি ৪৯ টা পোলার গোয়া মারছি,, তোর গোয়া মাইরা হাফসেঞ্চুরি কইরা গোয়া মারা বন্ধ কইরা দিমু মাদারচোষ,",Adult,toxic_comments,Unsafe
তোর পাছার ফুটা এতো বড়???কস কি???,Adult,toxic_comments,Unsafe
ভোদার বাল,Adult,toxic_comments,Unsafe
হগার বাল,Adult,toxic_comments,Unsafe
অনুগ্রহ করে কেউ অশ্লীল ভাষা চোদাবেন নাহ,Adult,toxic_comments,Unsafe
**দাই এর পলা,Adult,toxic_comments,Unsafe
"মুর্খ চুদিনা রে আরিফ, গফ নিষেধ করছে। তবে তুই যে একটা খানকিরপোলা ইটস ট্রু",Adult,toxic_comments,Unsafe
"পুরা তিন দিন ভাত না খাইয়া,শুধু মূলা খাইয়া সেই মূলাজনিত পুটকির চিপায় তোরে আটকাইয়া ঠাস ঠাস কইরা পাদতে পারলে মনটা শানতি হইতো",Adult,toxic_comments,Unsafe
"তোরা হোগার লাল করি দেওয়ার পর এখন ড্রেস লাল হইয়া গেচে,,,,চুতনার পোলা তোরে শুধু সিল মারা দরকার,,,",Adult,toxic_comments,Unsafe
"গুয়ার পো,",Adult,toxic_comments,Unsafe
" সালা কুত্তার বাচ্ছা মাগি খোর...
তোর পায়ার লাডি ডুকানো উচিৎ রে বাল কামা...
তোর কি লজ্জা সরম হয় ণা।।।",Adult,toxic_comments,Unsafe
তুমার নানীরে লৌড়াই,Adult,toxic_comments,Unsafe
নাইলা তোর পুটকি কি সুন্দর,Adult,toxic_comments,Unsafe
ক্রাশিত প্লেন সুদ্ধা তোর পুক্কির মইধ্যে ভৈরা দিয়াম,Adult,toxic_comments,Unsafe
বাপের বিচি বেইচা কটকটি খামু,Adult,toxic_comments,Unsafe
"মাদারসোদ সকাল বেলা ঘুম থেইক্ক্যা উঠেই তোর শাউয়া মার্কা পোস্ট দেখলাম, সারাদিন মনে হয় আমার কপালে খারাপিই আছে",Adult,toxic_comments,Unsafe
সালা বোকাচোদার ছবি দেখলাম ইফতারির পরেই! ভাল হ বুঝলি,Adult,toxic_comments,Unsafe
"চশমার ভিতরে স্যার জনি সিন্স রে দেখা যাচ্ছে ,উনি আসমান থেকে আসতিছে তোর এই খোমায় মাল ফেলতে,
হালা এমনি হাসিনার এই দুঃশাসন তার মাঝে তুই মনে হচ্ছে নিজের বিচিতে চাপ দিয়ে মইরা জাই",Adult,toxic_comments,Unsafe
ওর ড্রেস সিলেকশন এতো বাজে কি করে হতে পারে ১ টা মানুষ এর? বাইঞ্চত,Adult,toxic_comments,Unsafe
"ওস্তাদ, গোয়া মারা শারা
",Adult,toxic_comments,Unsafe
তর মাাএরে বাপ,Adult,toxic_comments,Unsafe
"ঘাঘু,চাংগা",Adult,toxic_comments,Unsafe
"
 অসভ্য মাগি",Adult,toxic_comments,Unsafe
"সবাই ছেপ মুখে রাখুন, লোকসংখ্যা অধিক হ‌ওয়ায় বেশি সময় নষ্ট না করে সারিবদ্ধভাবে দাঁড়িয়ে সিরিয়াল আসলেই পাতেদেওয়া পুট্কিটা ছেপ দিয়ে মেরে অন্যকে মারার সুযোগ করে দিন।",Adult,toxic_comments,Unsafe
আড়িপ্পা চুদির্ভাই হোগা ম্যালায়া খাড়াইস ক্যান,Adult,toxic_comments,Unsafe
হালা আবাল চোদা,Adult,toxic_comments,Unsafe
"এক সাগর রোহিঙ্গাদের পাতলা গু এনে তোর পিছনের ফুটায় পাইপ দিয়ে সেট করে দিব, তোর হা করা মুখ দিয়ে ফিল্টার হয়ে বের হয়ে নাফ নদীতে গিয়ে পরিশোধিত পানি পরবে",Adult,toxic_comments,Unsafe
মুরগি ভইরা দিমু পুতকিতে,Adult,toxic_comments,Unsafe
হাউয়ার নাতি। তোর স্যাটেলাইট আর স্যাটেলাইট এর নিচের আড়া বিচি আর তারা বিচি তোর পুটকি দিয়াই ভরমু। তুই মুতলে তোর পুটকি দিয়া আবার মুত ডুইকা যাইবোগা,Adult,toxic_comments,Unsafe
",তোর বগলে গন্ধ, নোংরা খানকি,,, , , ",Adult,toxic_comments,Unsafe
কিসের শুট্যিং রে কনডমের নাকি চুলকানির মলম এর ??,Adult,toxic_comments,Unsafe
মাঙ্গের পোলা,Adult,toxic_comments,Unsafe
বালি দিয়া চুদমু তরে খাঙ্কি মাগী!,Adult,toxic_comments,Unsafe
"হালারে বিমানের উপরে রাইখা পুটকি মারা দরকার, যাতে বিমান থাইকা পইরা যাওয়ার ভয়ে পুটকি মারা দিতেই থাকে।হালার পুত",Adult,toxic_comments,Unsafe
লেসবিয়ান মাগী তিনটা,Adult,toxic_comments,Unsafe
চুদানি বেইসশা,Adult,toxic_comments,Unsafe
তোকে বাড়ায় ঝুলিয়ে ঢোল বাজাবো শালা শুয়ার,Adult,toxic_comments,Unsafe
বিদেশি মাগি,Adult,toxic_comments,Unsafe
এই পিক দেখার পরে কিং খানের বিচি ছিঁড়ে গিয়াছে।।।।,Adult,toxic_comments,Unsafe
কশাই চোদা,Adult,toxic_comments,Unsafe
মান্দারের পু মান্দার,Adult,toxic_comments,Unsafe
তর মাএরে বাআপ,Adult,toxic_comments,Unsafe
বান্দির পুতে ছবি তুলছে,Adult,toxic_comments,Unsafe
কিরে মাদারি তোর বইনরে আমি,Adult,toxic_comments,Unsafe
লালে লাল সবাই আরিপ্পারে হুগা মাইরা কইরা দে খাল,Adult,toxic_comments,Unsafe
তুই আসলেই একটা মাদারচুদ। তর পয়দায় তর বাপে ময়দা দেয় নাই।,Adult,toxic_comments,Unsafe
"তাবিজ ধনে লাগাইয়া
তর মামার উপর রাখিয়া তর নাকের চিদ্র দিয়া আমার মহা মুল্যবান ধন খানা ঢুকাইয়া
দিমু আমার বিজ্র তর তল পেঠে ফালাইয়া
বছর না জেতেই যাবি তুই আরিফা মাগী মা বনীয়া",Adult,toxic_comments,Unsafe
"
আকাশের লাও, ",Adult,toxic_comments,Unsafe
কিরে দুষ্ট মাগী,Adult,toxic_comments,Unsafe
"ট্রাস ট্রাস করে তোর পোন্দায় হোগা ঢুকাইয়া ছ্রাত ছ্রাত করে কুত্তার বীর্য ঢালতে হবে,শালা পুটুমারানী! :/ আমার মন চাইতেছে কোনো বাস ভাড়া কইরা তোরে চাপা খাওয়াই 😛 ",Adult,toxic_comments,Unsafe
তর বিচি তে লবম লাগাই রদ এ শুকাই দিমু,Adult,toxic_comments,Unsafe
বুস্কির ভদা,Adult,toxic_comments,Unsafe
"আসলেই আরিপ্পা বাইঞ্চুদ একটা ইনোসেন্ট পোলা
যারা এই বেহেঞ্চুদের বিরোধীতা করে তারা উরুগুয়ের সাপোর্টারস",Adult,toxic_comments,Unsafe
বাল ফালায়া খালে নামানো,Adult,toxic_comments,Unsafe
কিউরিয়াস মাইন্ড ওয়ান্ট টু নো : এই চুদির পোলা বাইঞ্চোদ ভোক্সদ সালার পুত মাদারি সাউয়ার্নাতিরে সবাই গালি দেয় কেনো???,Adult,toxic_comments,Unsafe
অনেকদিন বানচোতরে মুখখারাপ করি নি,Adult,toxic_comments,Unsafe
আগে তুই মদ খাইয়া মানুষ হ খানকির পোলা ।,Adult,toxic_comments,Unsafe
বেশ্যা,Adult,toxic_comments,Unsafe
" বইন তুর কি কোন মায়া দয়া নাই রে বইন,বাংলার পোলাডি তুই একলা চুইদ্দাই শেষ কইরা দিলে রে বইন",Adult,toxic_comments,Unsafe
হাতির ল্যাওড়া দিয়া তর বইনেরে  চুদুম।,Adult,toxic_comments,Unsafe
খানকির পুলা দিন্ডাই মাডী কইরা দিলি,Adult,toxic_comments,Unsafe
ছুদতে চাই,Adult,toxic_comments,Unsafe
চোদনার পুত তোর গে পার্টনার তাবিজরে নিয়ে বেলেনটাইন পালন কর মাগি,Adult,toxic_comments,Unsafe
নাসার এক বিজ্ঞানী তোর বিচী কাইটা নিয়ে পরীক্ষা করবে কারন তোর বিচীর মধ্যে ও একটা ব্রেন আছে বলে ধারনা করা হচ্ছে।তাই বিচী হারাতে না চাইলে এমন বৈজ্ঞানিক পোস্ট বন্ধ কর খানকির পোলা,Adult,toxic_comments,Unsafe
৫ টা পাডা আর একটা পাডি যোগ হইছে,Adult,toxic_comments,Unsafe
পুটকি মারা খাবে,Adult,toxic_comments,Unsafe
"অনেক দিন দইরা ভাবতাছি হোগার বাল গুলা পালামু কিন্তু টাইম পাইনাই
তোরে আইজ্জা থেংস রে ভাই তোর হোগা মারা খোমা দেখার পর সব গুলা বাল অটোমেটিক পইরা গেলো",Adult,toxic_comments,Unsafe
বান্দির পোলা.. দুইন্যায় এতো জায়গা থাকতেও তিনডাই একলগে আঠা লাগাইয়া দাঁড়াইয়া রইছছ ক্যারে.. নাকি লাগানোর আগে ছুটাইতে হইবো ক্যামনে হুশ আছিলো না,Adult,toxic_comments,Unsafe
আরিফ তর পুটকি দিয়া নোয়াখালী দেখা যায়!,Adult,toxic_comments,Unsafe
এই বাইঞ্চুতের জালায় রাতেও শান্তিতে ঘুমাতে পারি না।,Adult,toxic_comments,Unsafe
ভাই ওয় ক্যালকুলেটর দিয়া কি হিসেব করে?? ঠাপের গতি কত ছিলো?? নাকি পু**কি মারা খেয়ে বিগত দিন/মাস/বছর/গুলোতে কত কামিয়ে ছিলো???,Adult,toxic_comments,Unsafe
"খানকির পোলা এখানে মূর্তির মত দাঁড়ায় না থেকে তাবিজ্জারে তোর পাছাটা আবার দিয়ে আয়,তোরে এখান্না রামঠাপ দেক!",Adult,toxic_comments,Unsafe
মগিস চদা,Adult,toxic_comments,Unsafe
নেপাালি বেইসশা,Adult,toxic_comments,Unsafe
পাদা চদা,Adult,toxic_comments,Unsafe
মাঙ্গের নাতি,Adult,toxic_comments,Unsafe
আগুন দিয়া গরম করে চোঙার উপ্রে রাজা কন্ডম লাগায়ে নিজ্ঞায় সাদা মাইয়ারে চোদে?,Adult,toxic_comments,Unsafe
"ওরে সারারাইত চুইদা তোমার মতো রবিউল কিছু করতে পারবেনা,,, ওরে নিগ্রোদিয়া পুটকী মারাইতাম চাই। তোর সমস্যা কি?",Adult,toxic_comments,Unsafe
তর মায়ের ভোদা বোম্বাই মরিচ দিয়া চুদামু,Adult,toxic_comments,Unsafe
"মার নুনু তে পুটি মাছ ঝুলাইয়া রাজ হাসের খুয়ারে তুমাকে রেখে আসতে পারতাম তাইলে ১ টু শান্তি পাইতাম
পাডার পু পাডা",Adult,toxic_comments,Unsafe
কিরে আজ কি গাজা একটু বেশী খাইছিস মান্দা,Adult,toxic_comments,Unsafe
তাবিজ এর চদা খাওয়ার জন্য মঠেল আরিফ কান কিভাবে পা ফাক করে বসে আছে কেউ খেয়াল করসেন কি??,Adult,toxic_comments,Unsafe
বুড়ি মাগি,Adult,toxic_comments,Unsafe
ধোন,Adult,toxic_comments,Unsafe
আচো*,Adult,toxic_comments,Unsafe
মোবাইল ভাইব্রেশন কইরা তুর গুদে ভরবো,Adult,toxic_comments,Unsafe
" ওকে একখানা মজবুত বাকানো লেজ পাছার সহিত লাগিয়ে দেয়া দরকার, তাহলে মানুষ বলবে কুত্তার লেজ কখনো সুজা হয় না।",Adult,toxic_comments,Unsafe
মাংগের স্টাইল হালার পো,Adult,toxic_comments,Unsafe
মেয়ে টাকে আমার কাছে পাটিয়ে দে মদ মিশিয়ে সুসবু শারাদিন আর রাত,Adult,toxic_comments,Unsafe
তোর পুটকি দিয়া হিরু আলমরে ডুকামো!!,Adult,toxic_comments,Unsafe
"কক্সবাজারের মতো এতো নামকরা একটা জায়গাটারে পুরা হোগা মাইরা দিসে, হালা চুদমারানির ভাতিজা মরে না কেন",Adult,toxic_comments,Unsafe
মাইন্দার পুলা,Adult,toxic_comments,Unsafe
কিরে পাডার পো এইডা তো তোর মারে কালকেই সিলাই দাম পিটিকোট।আর আজকেই তুই গলাই দিয়া চলি আইলি।এইডার লাইগা তোর মারে আজকে ৪ বার ডগি স্টাষইলে চুদুম,Adult,toxic_comments,Unsafe
"চুদমারানি চুদির ভাই, চুইদা কস চুদিনাই?",Adult,toxic_comments,Unsafe
মাউড়া চোদা,Adult,toxic_comments,Unsafe
"টিনের চালে কাউয়া
মডেল আরিফ তুমি আমার সাউয়া",Adult,toxic_comments,Unsafe
"মাদারি পুরের চুদানির পোলা ...#@@ .. দিন কে রাত করলি """""" তিল কে করলি তাল """""" নাপিতের ছেলে গ্রাজুয়েট করলে """" কে কাটিবে বাল",Adult,toxic_comments,Unsafe
"ষার আপনারে ঈদের পর জনিরে দিয়া গোয়া মারামু!
অকা",Adult,toxic_comments,Unsafe
"১৮তে হোগার বালে সবুজ রং লাগিয়ে গরুর সামনে দরবে আরিফ মাগী,আর কয়টা হিজলা তোরে চুদবে, আর তোর দোন তো অনেক আগেই কাকে খাইছে নুডি, তোর লাজ নাই,",Adult,toxic_comments,Unsafe
"আর দেখতেই পাচ্ছেন বসের হাতে কে কে পু*কি মারবে তার লিস্ট এসে গেছে, একে একে লাইনে দাড়ান",Adult,toxic_comments,Unsafe
চুদনের বাচ্চা,Adult,toxic_comments,Unsafe
বাল,Adult,toxic_comments,Unsafe
পাদ খাওাই দিমু,Adult,toxic_comments,Unsafe
তর মায়ের ভদা ফুটা দিয়া কাডল ঢুকামু,Adult,toxic_comments,Unsafe
চুদনা মাগী,Adult,toxic_comments,Unsafe
সলা হিজলা বেজাম্মার পোলা এখন লগে মাইয়া লইয়া সুদা দিতে যায় ওরে কেউ ওরে মাইরালা। ধিরে ধিরে সবাই আারিপ্পারে গালি দিন।,Adult,toxic_comments,Unsafe
ধুর শাউয়া!,Adult,toxic_comments,Unsafe
"চুতমারানির পোলা, দেশের মানসম্মান হোগা মাইরা দিলি।",Adult,toxic_comments,Unsafe
"খানকির পোলা,,,তুই তো গিটার ধরার স্টাইল টা ও যানছ না।তারপর ও গিটার দইরা দাড়াই আছস",Adult,toxic_comments,Unsafe
এইসব আজাইড়া পোস্টদাতাকে বিমানের উপর তুলে পুটকি মারা উচিৎ।যেনো পড়ে যাওয়ার ভয়ে পুটকি মারা দিতেই থাকে।,Adult,toxic_comments,Unsafe
খেত,Adult,toxic_comments,Unsafe
"তাবিজ্জায় কি চোদাডা চোদছে, সাদা পেন্ট রক্তে লাল হয়ে গেছে। আচ্ছা তোর কি মনে হয় লাল রক্তমাখা পেন্ট পইরা ছবি আপলোডাইলে মানুষ ভাববো এইটা অরজিনাল লাল কালারের পেন্ট?? যা পেন্ট লন্ড্রিতে দে",Adult,toxic_comments,Unsafe
বেগুন চদা,Adult,toxic_comments,Unsafe
দুর হ নাটকির পোর,Adult,toxic_comments,Unsafe
তোর জাঙ্গীয়া খুইল্যা আগুন লাগায় দিমু,Adult,toxic_comments,Unsafe
"কিস্তির টাকা দিয়া এমবি কিনছিলাম খা*কির পোলা, :-) তোর এই আদোচা ফটু দেখার জন্যে?",Adult,toxic_comments,Unsafe
তোরে বুড়ি চোদে,Adult,toxic_comments,Unsafe
"নামাজ পড়তে গেছে, ভাবছিলাম এবার কেউ গালি দিবে না, সবাই দেখি ভিন্ন পজিশনে দুচা দিচ্ছে",Adult,toxic_comments,Unsafe
ভৈরব মাগী,Adult,toxic_comments,Unsafe
ভদার বা**,Adult,toxic_comments,Unsafe
"আরিপ্পা কে মরুভুমিতে দেখা যাচ্ছে,
বুঝলাম না তুই ও শেষ পর্যন্ত নারী পাচারের শিকার নাকি
যাযাবর দের হোগা মারা খাইতে চাস??
কমেন্টের রিপ্লে না দিলে তুই তোর আম্মুরে লাগাইস",Adult,toxic_comments,Unsafe
হোগা মারার জন্য তোরা না থাকলে আমার লাইফ ইম্পসিবল ভন্দু,Adult,toxic_comments,Unsafe
"মাদার চুদ রে যদি পাইতাম রে!
ভুস্কির পুত ভুস্কি",Adult,toxic_comments,Unsafe
ভাগ্নি চুদা,Adult,toxic_comments,Unsafe
"তোর দুধ এর বোটা চিররা ফেলমু,",Adult,toxic_comments,Unsafe
দুর খানকির পোলা তোর গান যে শুনবে তারে আগে পুন্দাইমু,Adult,toxic_comments,Unsafe
" শুয়োর তোকে যদি একবার সামনে পাইতাম আমার পোষা কুকুর দিয়ে চুদাইয়া তোর পুটকির রগ ছিড়াই দিতাম। 
তারপর তোর অন্ডকোষ কেঁটে সাদা কালার করে তোর মাইজ্ঞা তাবিজ ফারুককে ডিম বলে খাওয়াইতাম।",Adult,toxic_comments,Unsafe
বস্তির মাগি তুই আরিপ্পা,Adult,toxic_comments,Unsafe
ওমন অসহায়ের মত নিচের দিকে কার ল্যাওড়ার দিকে তাকায়া আছো আরিপ?,Adult,toxic_comments,Unsafe
মাদারচোদ গালি থেকে বাচার জন্য মাদারচুদি কারবার ঘটাইছে,Adult,toxic_comments,Unsafe
তোর মারে উপ্টা কইরা চুদ্মু,Adult,toxic_comments,Unsafe
"মন্ডা চায় আবদুল মালের ওই টাকলা মাথা তুর হুগা দিয়া বইরা দিতে, তুরে যদি মান্দার গাছের লাঠি দিয়া ইচ্ছা মতো পিডাইতে পারতাম. মনে শান্তী পাইতামরে নাকির পোলা",Adult,toxic_comments,Unsafe
দূর মাদারছোদ,Adult,toxic_comments,Unsafe
মনে কয় তোর পাচা বরাবর একটা লাথি মারি,Adult,toxic_comments,Unsafe
মাল ফালামু দুধ  এ .,Adult,toxic_comments,Unsafe
মন্ডা চায় উরাধুরা চুদি আকাশে চুদি বাতাসে চুদি খালে চুদি বিলে চুদি হাওরে চুদি বাওরে চুদি পানিতে চুদি নদিতে চুদি পার্কের চিপায় চুদি গাছের নিচে চুদি রান্নাঘরে চুদি বাথরুম এ নিয়া চুদি জংগল এ নিয়া চুদি ফ্রিজের ভিতরে চুদি পাগাড়ে চুদি জাহাজে চুদি লঞ্চ এ চুদি উরাইয়া ঘুরাইয়া চুদি ৮ ইঞ্চি ধন দিয়া চুদি প্লেনে চুদি ট্রেনে চুদ,Adult,toxic_comments,Unsafe
নিজামীর গোয়ার কৃমি,Adult,toxic_comments,Unsafe
তোর জাতার মারে সুদি,Adult,toxic_comments,Unsafe
"ওরে মাদারের বাচ্চা 
তোরে মুখ টা যদি কসা গু এর ভিতরে ঢুকায় রাখবার পারতাম",Adult,toxic_comments,Unsafe
"হাগা হলুদ পুটকি লাল
আরিফ আমার হোগার বাল",Adult,toxic_comments,Unsafe
পহেলা বৈশাখের হুগা মারা শেষ,Adult,toxic_comments,Unsafe
তোরে আজ মন মত চুদ্দুম,Adult,toxic_comments,Unsafe
"আরিফফা হোগির হোলারে আমার পালা কুত্তা ট্রাম্প দুচবো না
তোরে আমি লুইচ্চা এওয়ার্ড অব মাগির পোলা সিরিজের জন্য সিলেক্ট করচি।",Adult,toxic_comments,Unsafe
চুতিয়া,Adult,toxic_comments,Unsafe
বেইসশাার দালাল,Adult,toxic_comments,Unsafe
মাত্র খবর আসল তোর এই পিক দেইখা পরিমনি ভোদা খেইচা রক্ত বের কইরা ফেলছে।,Adult,toxic_comments,Unsafe
দুঁচি তরে,Adult,toxic_comments,Unsafe
গরিিবের প,Adult,toxic_comments,Unsafe
তোর মায়ের ভোদা শিরিষ কাগজ দিয়া ঘইষা দিমু।,Adult,toxic_comments,Unsafe
মনে হচ্চে একটি বানর একটি আস্ত খাসা আপেল হাতে সেলফি নিছে..... উফ কি মাল রে....! মালের পিক দেয়ার জন্য তোরে এই বার খানকির পুলা কমু না,Adult,toxic_comments,Unsafe
শালা তোকে হাল্কা চুদে ফর্মে এনেরাস্তায় ফেলে,Adult,toxic_comments,Unsafe
অধম মাগি,Adult,toxic_comments,Unsafe
তোর বোন রে খানকি বানায়ে চুদমু,Adult,toxic_comments,Unsafe
ফোনের স্ক্রিনটাই পুরা নষ্ট হইয়া গেছে তোর এই আছুদা মাকা পিক দেইখা।এহন স্ক্রিনের উপর মুইত্তা তারপর ঠিক করণ লাগবো,Adult,toxic_comments,Unsafe
" চার সতীনের ঘর। 

বেশ্যার মত লাগছে তোকে।",Adult,toxic_comments,Unsafe
শুয়ারটার নিজের পাছায় নিজে ঢুকিয়ে অভ্যাস তাই নিজেই নিজের আইডিতে ট্যাগ চুদায়,Adult,toxic_comments,Unsafe
"ওই ভুস্কি মাগীর পোলা, তোরে আনলিমিটেড চোদা হবে আজকে।",Adult,toxic_comments,Unsafe
খানকির পুত,Adult,toxic_comments,Unsafe
"বেশ্যার চোদা!!!
তুইও পরিবর্তন চাস????",Adult,toxic_comments,Unsafe
"তোরে হোগা মাইরা গাছে তুলমু চোতমারিন পোলা
",Adult,toxic_comments,Unsafe
তোরে তিমিমাছ দিয়া চোদামু বাইঞ্চোদ :-/ তোর ফোটোত্তে আমার গুয়ের কালার সুন্দর,Adult,toxic_comments,Unsafe
পিছনদিকে লম্বা লম্বা বিল্ডিং দেখতেছনা শুয়ার.?.. এগুলা তোমার ঔখান দি দিব শালা।,Adult,toxic_comments,Unsafe
চু*মারানীর পোলা,Adult,toxic_comments,Unsafe
তর মায়রে চুদি,Adult,toxic_comments,Unsafe
তোর বাসার সবাই রে চু*মু,Adult,toxic_comments,Unsafe
যদি সিদ্ধার্থ বড় হয়ে তার মাকে চুদে অর্থাঠ সেক্স করে তবে আসিফ ভাই কি মেনে নিবে?,Adult,toxic_comments,Unsafe
"প্যান্ট পরা লাল আপাটা তোর ম্যাশিন বরাবর হাত দিছে, দেয়ার পর দেখলো তোর কিছুই নাই, তুই একবিচি।।
তাই মুখে তার কোষ্ঠ হাসি।। ",Adult,toxic_comments,Unsafe
"গোলামের পুত ভালো করে খেয়াল কর। কুত্তাও নিষেধ করতাসে তুই লাইভে যাইস না বিচ এ।। ভাইরে উলটা দিক থাইক্কা যদি একটা বেরেশ গরু আইয়া তুরার অটোডারে তার লিপিস্টিক দিয়া ভইরা দিতো। তাইলে খুব খুশি হইতাম। খুশি হইয়া মসজিদে ১০ টাকা দিতাম। আর মাইন্দারের পু মাইন্দার অটো আরামে বইয়া রইসস। আর তুই কস খুব কস্ট করে যাচ্ছি!! 
আসলেই তো কস্ট করেই তো যাচ্ছস। কারন অটো ড্রাইভারের ১০ ইঞ্চি পাইপ তো তুর ব্যাক সাইডে।",Adult,toxic_comments,Unsafe
পু*কি দিয়া মূলা ঢুকামু,Adult,toxic_comments,Unsafe
খেেত চুদা,Adult,toxic_comments,Unsafe
রোজার আগে শেষ চোদা আজকে চুইদা লমু তোরে খাড়া মাইন্দারের পো,Adult,toxic_comments,Unsafe
তর মায়ের ঐখানে বিছাতু পাতা,Adult,toxic_comments,Unsafe
"খালি কি সেল্ফি নাকি, তরে পুটু মারে নাই",Adult,toxic_comments,Unsafe
"মেথরের জারজ মাগির পোলা
",Adult,toxic_comments,Unsafe
"আরিফ তুই ফুডুর পুটকি মাইরা দিলি
হাতির দুদু দেখে",Adult,toxic_comments,Unsafe
ধইরা জুতা পেটা করা দরকার,Adult,toxic_comments,Unsafe
"খানকির পোলা। পিজ্জা খাছ কেন?
তুই গরীবে চুদা খাবি পিজ্জা খাছ কেন।
শুটকি। খা তুই শুটকি 
গরীবে চুদা।",Adult,toxic_comments,Unsafe
ঠ্যাঁঙ কাইট্টা পুটকি দা ভইরা দুম,Adult,toxic_comments,Unsafe
গুদির ব্যাটা,Adult,toxic_comments,Unsafe
মাছের কাটা গুলা তুর পুটকির বিত্রে ডুকাই দিয়া ঘন্টার মত টানাটানি কর..মান্দির পুত,Adult,toxic_comments,Unsafe
মৌসুমি জারস মেয়ে কোন বাবার পরিচয় নাই এই ক্যামেরার সামনে আসতো না,Adult,toxic_comments,Unsafe
"হালার ঘরের হালা,আইফোন ৪ নিয়া যেই ভাব চোদাস? আর আমি আইফোন ৭ নিয়াও ভাব চোদাতে পারি না।কারন আমার লজ্জা শরম আছে।যা তোর নাই",Adult,toxic_comments,Unsafe
"এরে চুদিরপুত তোরে তো প্রতিবন্ধির মতো লাগের কোন হালার পুতে তোরে
ফ্যাশন শোতে লইছে ওর ব্যবসা এইবার
বিত্তে জাইবো",Adult,toxic_comments,Unsafe
ওররে খানকির পোলা দিলি তো পুটু মাইরা ব্রাজিলের।,Adult,toxic_comments,Unsafe
শুয়রের নাতি,Adult,toxic_comments,Unsafe
"তোরে বিমানের উপর ফালায়া গোয়া মারা উচিৎ,,,",Adult,toxic_comments,Unsafe
সুদে দি,Adult,toxic_comments,Unsafe
তোরে হোগা মাইরা গাছে তুলমু চো*মারিন পোলা,Adult,toxic_comments,Unsafe
হোটেলের বাশি তেল দিয়া তরে ছুদি,Adult,toxic_comments,Unsafe
গালি দিলাম না বাইন্সদ,Adult,toxic_comments,Unsafe
তম্মারেডা মাইন্দার পুলা,Adult,toxic_comments,Unsafe
"শাওয়ার পুত, রাখ ইফতার টা সেরে নেই তারপর তরে দেখতাছি মান্দার পুত",Adult,toxic_comments,Unsafe
তোর এক পা ঢাকায় আর আরেক পা চিটাগাং রাইখা টানা দিয়া কুমিল্লা থেইকা কুত্তারে দিয়া চোদামু বাইঞ্চোদ,Adult,toxic_comments,Unsafe
ফাকার,Adult,toxic_comments,Unsafe
চোদনা,Adult,toxic_comments,Unsafe
" শালা আরিপ্পা তুই ভেড়ার হাইব্রিড, চুশমার ভিতর যাকে দেকাযায় ধ* খেচতাছে আরিপ ও তার বড়ো দুদের বুন মাল চোষার সিরিয়ালে দারাইছে।",Adult,toxic_comments,Unsafe
দূত চুদানি,Adult,toxic_comments,Unsafe
"ওব্বাবা কি ক্যাপশন দিছে হিজ্রা হালায়, রুমের ভিত্রে সানগ্লাস লাগায়া বস্তি গিরি করা বন্ধ কর গোবরের বাচ্চা",Adult,toxic_comments,Unsafe
এর কাছ থেইকা ১ কেজি বাতাবি লেবু ধার নিয়া.. হেইডি ভালা কইরা ব্লেন্ডার দিয়া ডইল্লা.. তোর হোগার আশে পাশে লাগায়া দিমু। জীবনে যাতে হাগতে না পারস,Adult,toxic_comments,Unsafe
আবাল......মাথায় প্রব্লেম.....প্রতিবন্ধি গাজা কমদামে পাইলে জা হয় আর কী..,Adult,toxic_comments,Unsafe
পোষ্টদাতার বিচি ৩টা,Adult,toxic_comments,Unsafe
"তোরে ছাত্রলীগে দেখে না? 
তোরে ওরা চুদে দেয় না কেন? 
দেশের এমনত অবস্থায় তুই ফ্রেন্ডশীপ চোদাস হ্লারপো",Adult,toxic_comments,Unsafe
"কিরে আরিপ্পা, প্যান্ট কি টিস্যু পেপার দিয়া বানাইসস নি? কালার তো বসুন্ধরা টিস্যুর মতন..আর অফিসে বইয়া কি গাঞ্জা খাস নি? এমন লুক দিলি ক্যা?",Adult,toxic_comments,Unsafe
